대분류(NCS),중분류(NCS),소분류(NCS),세분류(NCS),코드(KECO),세분류(KECO)
16. 재료,01. 금속재료,03. 금속가공,03. 열처리,1521,금속·재료공학 기술자 및 연구원
16. 재료,01. 금속재료,03. 금속가공,03. 열처리,8212,금속가공 기계 조작원
16. 재료,01. 금속재료,03. 금속가공,04. 선재가공,8212,금속가공 기계 조작원
16. 재료,01. 금속재료,03. 금속가공,05. 판금제관,8221,판금원
16. 재료,01. 금속재료,03. 금속가공,05. 판금제관,8222,판금기조작원
16. 재료,01. 금속재료,03. 금속가공,05. 판금제관,8223,제관원
16. 재료,01. 금속재료,03. 금속가공,05. 판금제관,8224,제관기조작원
16. 재료,01. 금속재료,03. 금속가공,06. 강관제조,8212,금속가공 기계 조작원
16. 재료,01. 금속재료,03. 금속가공,06. 강관제조,8242,용접기조작원
16. 재료,01. 금속재료,03. 금속가공,07. 분말야금,8212,금속가공 기계 조작원
16. 재료,01. 금속재료,03. 금속가공,08. 특수주조,8233,주조원
16. 재료,01. 금속재료,03. 금속가공,08. 특수주조,8234,주조기조작원
16. 재료,01. 금속재료,04. 표면처리,01. 도금,8252,도금·금속분무기 조작원
16. 재료,01. 금속재료,04. 표면처리,02. 금속도장,8251,도장원(도장기조작원)
16. 재료,01. 금속재료,05. 용접,00. 용접공통직무,8241,용접원
16. 재료,01. 금속재료,05. 용접,00. 용접공통직무,8242,용접기조작원
16. 재료,01. 금속재료,05. 용접,01. 피복아크용접,8241,용접원
16. 재료,01. 금속재료,05. 용접,02. CO₂용접,8241,용접원
16. 재료,01. 금속재료,05. 용접,02. CO₂용접,8242,용접기조작원
16. 재료,01. 금속재료,05. 용접,03. 가스텅스텐아크용접,8241,용접원
16. 재료,01. 금속재료,05. 용접,03. 가스텅스텐아크용접,8242,용접기조작원
16. 재료,01. 금속재료,05. 용접,04. 가스메탈아크용접,8241,용접원
16. 재료,01. 금속재료,05. 용접,04. 가스메탈아크용접,8242,용접기조작원
16. 재료,01. 금속재료,05. 용접,05. 서브머지드아크용접,8242,용접기조작원
16. 재료,01. 금속재료,05. 용접,06. 로봇용접,8242,용접기조작원
16. 재료,01. 금속재료,05. 용접,07. 저항용접,8241,용접원
16. 재료,01. 금속재료,05. 용접,07. 저항용접,8242,용접기조작원
16. 재료,01. 금속재료,06. 비철금속재료제조,01. 마그네슘제조,8211,금속가공 제어장치 조작원
16. 재료,01. 금속재료,06. 비철금속재료제조,01. 마그네슘제조,8212,금속가공 기계 조작원
16. 재료,01. 금속재료,06. 비철금속재료제조,02. 타이타늄제조,8211,금속가공 제어장치 조작원
16. 재료,01. 금속재료,06. 비철금속재료제조,02. 타이타늄제조,8212,금속가공 기계 조작원
16. 재료,01. 금속재료,06. 비철금속재료제조,03. 알루미늄가공,8212,금속가공 기계 조작원
16. 재료,01. 금속재료,06. 비철금속재료제조,04. 비철금속건식제련,8211,금속가공 제어장치 조작원
16. 재료,01. 금속재료,06. 비철금속재료제조,04. 비철금속건식제련,8212,금속가공 기계 조작원
16. 재료,01. 금속재료,06. 비철금속재료제조,05. 비철금속습식제련,8211,금속가공 제어장치 조작원
16. 재료,01. 금속재료,06. 비철금속재료제조,05. 비철금속습식제련,8212,금속가공 기계 조작원
16. 재료,02. 세라믹재료,00. 세라믹재료공통,01. 세라믹재료품질관리,0284,생산·품질 사무원
16. 재료,02. 세라믹재료,00. 세라믹재료공통,01. 세라믹재료품질관리,1521,금속·재료공학 기술자 및 연구원
16. 재료,02. 세라믹재료,00. 세라믹재료공통,01. 세라믹재료품질관리,1522,금속·재료공학 시험원
16. 재료,02. 세라믹재료,00. 세라믹재료공통,02. 세라믹재료환경 안전관리,0284,생산·품질 사무원
16. 재료,02. 세라믹재료,00. 세라믹재료공통,02. 세라믹재료환경 안전관리,1521,금속·재료공학 기술자 및 연구원
16. 재료,02. 세라믹재료,00. 세라믹재료공통,02. 세라믹재료환경 안전관리,1522,금속·재료공학 시험원
16. 재료,02. 세라믹재료,03. 소성· 소결세라믹제조,01. 소성·소결세라믹 원료합성처리,1522,금속·재료공학 시험원
16. 재료,02. 세라믹재료,03. 소성· 소결세라믹제조,01. 소성·소결세라믹 원료합성처리,8262,점토제품 생산기계 조작원
16. 재료,02. 세라믹재료,03. 소성· 소결세라믹제조,01. 소성·소결세라믹 원료합성처리,8263,시멘트·광물제품 생산기계 조작원
16. 재료,02. 세라믹재료,03. 소성· 소결세라믹제조,02. 소성·소결세라믹 성형,8262,점토제품 생산기계 조작원
16. 재료,02. 세라믹재료,03. 소성· 소결세라믹제조,03. 세라믹 소성·소결,8262,점토제품 생산기계 조작원
16. 재료,02. 세라믹재료,03. 소성· 소결세라믹제조,03. 세라믹 소성·소결,8263,시멘트·광물제품 생산기계 조작원
16. 재료,02. 세라믹재료,03. 소성· 소결세라믹제조,04. 소성·소결세라믹 후처리,8262,점토제품 생산기계 조작원
16. 재료,02. 세라믹재료,03. 소성· 소결세라믹제조,04. 소성·소결세라믹 후처리,8263,시멘트·광물제품 생산기계 조작원
16. 재료,02. 세라믹재료,03. 소성· 소결세라믹제조,05. 소성·소결세라믹시공,8262,점토제품 생산기계 조작원
16. 재료,02. 세라믹재료,04. 용융세라믹제조,01. 용융세라믹원료배합,8261,유리·유리제품 생산기계 조작원
16. 재료,02. 세라믹재료,04. 용융세라믹제조,02. 용융세라믹용융,8261,유리·유리제품 생산기계 조작원
16. 재료,02. 세라믹재료,04. 용융세라믹제조,03. 용융세라믹성형,8261,유리·유리제품 생산기계 조작원
16. 재료,02. 세라믹재료,04. 용융세라믹제조,04. 용융세라믹가공,8261,유리·유리제품 생산기계 조작원
16. 재료,02. 세라믹재료,05. 탄소재료제조,01. 탄소재료생산,1521,금속·재료공학 기술자 및 연구원
16. 재료,02. 세라믹재료,05. 탄소재료제조,01. 탄소재료생산,1522,금속·재료공학 시험원
16. 재료,02. 세라믹재료,05. 탄소재료제조,01. 탄소재료생산,8269,기타 비금속제품 생산기계 조작원
16. 재료,02. 세라믹재료,05. 탄소재료제조,02. 탄소재료품질관리,1521,금속·재료공학 기술자 및 연구원
16. 재료,02. 세라믹재료,05. 탄소재료제조,02. 탄소재료품질관리,1522,금속·재료공학 시험원
17. 화학·바이오,01. 화학·바이오공통,01. 화학물질· 품질관리,01. 화학물질분석,1541,화학공학 기술자 및 연구원
17. 화학·바이오,01. 화학·바이오공통,01. 화학물질· 품질관리,01. 화학물질분석,1542,화학공학 시험원
17. 화학·바이오,01. 화학·바이오공통,01. 화학물질· 품질관리,02. 화학물질검사·평가,1541,화학공학 기술자 및 연구원
17. 화학·바이오,01. 화학·바이오공통,01. 화학물질· 품질관리,02. 화학물질검사·평가,1542,화학공학 시험원
17. 화학·바이오,01. 화학·바이오공통,01. 화학물질· 품질관리,03. 화학물질취급관리,1541,화학공학 기술자 및 연구원
17. 화학·바이오,01. 화학·바이오공통,01. 화학물질· 품질관리,03. 화학물질취급관리,1584,산업 안전원 및 위험 관리원
17. 화학·바이오,01. 화학·바이오공통,01. 화학물질· 품질관리,04. 화학제품품질관리,0284,생산·품질 사무원
17. 화학·바이오,01. 화학·바이오공통,01. 화학물질· 품질관리,04. 화학제품품질관리,1541,화학공학 기술자 및 연구원
17. 화학·바이오,01. 화학·바이오공통,01. 화학물질· 품질관리,04. 화학제품품질관리,1542,화학공학 시험원
17. 화학·바이오,01. 화학·바이오공통,02. 화학공정관리,01. 화학공정설계,1541,화학공학 기술자 및 연구원
17. 화학·바이오,01. 화학·바이오공통,02. 화학공정관리,02. 화학반응공정개발운전,1541,화학공학 기술자 및 연구원
17. 화학·바이오,01. 화학·바이오공통,02. 화학공정관리,03. 화학공정유지운영,1541,화학공학 기술자 및 연구원
17. 화학·바이오,01. 화학·바이오공통,03. 화학제품연구개발,01. 화학제품연구개발,1541,화학공학 기술자 및 연구원
17. 화학·바이오,01. 화학·바이오공통,03. 화학제품연구개발,02. 화학신소재개발,1541,화학공학 기술자 및 연구원
17. 화학·바이오,01. 화학·바이오공통,03. 화학제품연구개발,03. 화학제품기술사업화 관리,1541,화학공학 기술자 및 연구원
17. 화학·바이오,02. 석유·기초화학물,00. 석유화학공통,01. 석유화학공정운전,8511,석유·천연가스 제조 제어장치 조작원
17. 화학·바이오,02. 석유·기초화학물,00. 석유화학공통,01. 석유화학공정운전,8512,화학물 가공장치 조작원
17. 화학·바이오,02. 석유·기초화학물,01. 석유·천연가스,01. 석유제품제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,02. 석유·기초화학물,01. 석유·천연가스,01. 석유제품제조,8511,석유·천연가스 제조 제어장치 조작원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,01. 석유화학제품제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,01. 석유화학제품제조,8512,화학물 가공장치 조작원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,02. 합성수지제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,02. 합성수지제조,8512,화학물 가공장치 조작원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,03. 합섬원료제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,03. 합섬원료제조,8512,화학물 가공장치 조작원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,04. 합성고무제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,04. 합성고무제조,8512,화학물 가공장치 조작원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,05. 고분자복합재료제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,05. 고분자복합재료제조,8512,화학물 가공장치 조작원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,06. 기능성고분자제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,02. 석유·기초화학물,02. 기초유기화학물,06. 기능성고분자제조,8512,화학물 가공장치 조작원
17. 화학·바이오,02. 석유·기초화학물,03. 기초무기화학물,02. 산·알카리제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,02. 석유·기초화학물,03. 기초무기화학물,02. 산·알카리제조,8512,화학물 가공장치 조작원
17. 화학·바이오,03. 정밀화학,00. 정밀화학(공통),01. 정밀화학생산,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,00. 정밀화학(공통),01. 정밀화학생산,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,01. 비료·농약,02. 농약제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,01. 비료·농약,02. 농약제조,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,01. 비료·농약,04. 무기질비료제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,01. 비료·농약,04. 무기질비료제조,8512,화학물 가공장치 조작원
17. 화학·바이오,03. 정밀화학,01. 비료·농약,04. 무기질비료제조,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,01. 계면활성제제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,01. 계면활성제제조,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,02. 첨가제제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,02. 첨가제제조,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,03. 색소(염·안료)제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,03. 색소(염·안료)제조,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,04. 도료제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,04. 도료제조,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,05. 접착제제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,05. 접착제제조,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,06. 화약류제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,02. 기능성정밀화학,06. 화약류제조,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,06. 의약품,01. 의약품생산,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,06. 의약품,01. 의약품생산,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,06. 의약품,02. 의약품품질관리,0284,생산·품질 사무원
17. 화학·바이오,03. 정밀화학,06. 의약품,02. 의약품품질관리,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,06. 의약품,03. 의약품연구개발,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,06. 의약품,04. 의약품비임상시험,1221,생명과학 연구원
17. 화학·바이오,03. 정밀화학,06. 의약품,04. 의약품비임상시험,1222,생명과학 시험원
17. 화학·바이오,03. 정밀화학,07. 화장품,01. 화장품생산,0284,생산·품질 사무원
17. 화학·바이오,03. 정밀화학,07. 화장품,01. 화장품생산,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,07. 화장품,01. 화장품생산,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,03. 정밀화학,07. 화장품,02. 화장품품질관리,0284,생산·품질 사무원
17. 화학·바이오,03. 정밀화학,07. 화장품,02. 화장품품질관리,1541,화학공학 기술자 및 연구원
17. 화학·바이오,03. 정밀화학,07. 화장품,03. 화장품연구개발,1541,화학공학 기술자 및 연구원
17. 화학·바이오,04. 플라스틱·고무,01. 플라스틱,01. 압출성형,8522,플라스틱제품 생산기계 조작원
17. 화학·바이오,04. 플라스틱·고무,01. 플라스틱,02. 코팅,8522,플라스틱제품 생산기계 조작원
17. 화학·바이오,04. 플라스틱·고무,01. 플라스틱,03. 중공·진공성형,8522,플라스틱제품 생산기계 조작원
17. 화학·바이오,04. 플라스틱·고무,01. 플라스틱,04. 컴파운딩,8522,플라스틱제품 생산기계 조작원
17. 화학·바이오,04. 플라스틱·고무,01. 플라스틱,05. 사출성형,8522,플라스틱제품 생산기계 조작원
17. 화학·바이오,04. 플라스틱·고무,02. 고무,01. 고무배합,8521,타이어·고무제품 생산기계 조작원
17. 화학·바이오,04. 플라스틱·고무,02. 고무,02. 고무제품제조,8521,타이어·고무제품 생산기계 조작원
17. 화학·바이오,05. 바이오,01. 바이오의약,01. 바이오의약품생산,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,01. 바이오의약,01. 바이오의약품생산,1222,생명과학 시험원
17. 화학·바이오,05. 바이오,01. 바이오의약,01. 바이오의약품생산,8523,화학제품 생산기계 조작원 (고무·플라스틱 제외)
17. 화학·바이오,05. 바이오,01. 바이오의약,02. 바이오의약품개발,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,01. 바이오의약,02. 바이오의약품개발,1222,생명과학 시험원
17. 화학·바이오,05. 바이오,01. 바이오의약,03. 바이오진단제품개발· 서비스,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,01. 바이오의약,03. 바이오진단제품개발· 서비스,1222,생명과학 시험원
17. 화학·바이오,05. 바이오,01. 바이오의약,05. 생물학적제제개발,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,01. 바이오의약,05. 생물학적제제개발,1222,생명과학 시험원
17. 화학·바이오,05. 바이오,01. 바이오의약,06. 첨단바이오의약품개발,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,01. 바이오의약,06. 첨단바이오의약품개발,1222,생명과학 시험원
17. 화학·바이오,05. 바이오,01. 바이오의약,07. 바이오의약품품질관리,0284,생산·품질 사무원
17. 화학·바이오,05. 바이오,01. 바이오의약,07. 바이오의약품품질관리,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,01. 바이오의약,07. 바이오의약품품질관리,1222,생명과학 시험원
17. 화학·바이오,05. 바이오,01. 바이오의약,07. 바이오의약품품질관리,1541,화학공학 기술자 및 연구원
17. 화학·바이오,05. 바이오,02. 바이오화학,01. 바이오화학제품제조,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,02. 바이오화학,01. 바이오화학제품제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,05. 바이오,02. 바이오화학,02. 바이오플라스틱 제품제조,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,02. 바이오화학,02. 바이오플라스틱 제품제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,05. 바이오,02. 바이오화학,03. 특수바이오화학 제품제조,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,02. 바이오화학,03. 특수바이오화학 제품제조,1541,화학공학 기술자 및 연구원
17. 화학·바이오,05. 바이오,03. 바이오기술,01. 유전체정보분석,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,03. 바이오기술,01. 유전체정보분석,1222,생명과학 시험원
17. 화학·바이오,05. 바이오,03. 바이오기술,02. 유전자변형,1221,생명과학 연구원
17. 화학·바이오,05. 바이오,03. 바이오기술,02. 유전자변형,1222,생명과학 시험원
18. 섬유·의복,01. 섬유제조,01. 섬유생산,01. 방사,8611,섬유 제조기계 조작원
18. 섬유·의복,01. 섬유제조,01. 섬유생산,02. 방적,8611,섬유 제조기계 조작원
18. 섬유·의복,01. 섬유제조,01. 섬유생산,03. 제직,8612,직조기·편직기 조작원
18. 섬유·의복,01. 섬유제조,01. 섬유생산,04. 편직,8612,직조기·편직기 조작원
18. 섬유·의복,01. 섬유제조,01. 섬유생산,05. 부직포,8649,기타 직물·신발 기계 조작원 및 조립원
18. 섬유·의복,01. 섬유제조,01. 섬유생산,06. 사가공,8611,섬유 제조기계 조작원
18. 섬유·의복,01. 섬유제조,02. 섬유가공,02. 염색가공,1562,섬유공학 시험원
18. 섬유·의복,01. 섬유제조,02. 섬유가공,02. 염색가공,8613,표백·염색기 조작원
18. 섬유·의복,01. 섬유제조,03. 섬유생산관리,01. 구매생산관리,0284,생산·품질 사무원
18. 섬유·의복,01. 섬유제조,03. 섬유생산관리,01. 구매생산관리,1561,섬유공학 기술자 및 연구원
18. 섬유·의복,01. 섬유제조,03. 섬유생산관리,02. 생산현장관리,0284,생산·품질 사무원
18. 섬유·의복,01. 섬유제조,03. 섬유생산관리,02. 생산현장관리,1561,섬유공학 기술자 및 연구원
18. 섬유·의복,02. 패션,01. 패션제품기획,01. 패션기획,0243,상품 기획자
18. 섬유·의복,02. 패션,01. 패션제품기획,02. 패션디자인,4152,패션 디자이너
18. 섬유·의복,02. 패션,01. 패션제품기획,03. 패턴,8621,패턴사
18. 섬유·의복,02. 패션,01. 패션제품기획,04. 비주얼머천다이징,4153,실내장식 디자이너
18. 섬유·의복,02. 패션,02. 패션제품생산,01. 제직의류생산,8622,재단사
18. 섬유·의복,02. 패션,02. 패션제품생산,01. 제직의류생산,8623,재봉사
18. 섬유·의복,02. 패션,02. 패션제품생산,01. 제직의류생산,8632,양장·양복 제조원
18. 섬유·의복,02. 패션,02. 패션제품생산,02. 편직의류생산,8622,재단사
18. 섬유·의복,02. 패션,02. 패션제품생산,02. 편직의류생산,8623,재봉사
18. 섬유·의복,02. 패션,02. 패션제품생산,02. 편직의류생산,8632,양장·양복 제조원
18. 섬유·의복,02. 패션,02. 패션제품생산,03. 가죽·모피생산,8633,모피·가죽의복 제조원
18. 섬유·의복,02. 패션,02. 패션제품생산,04. 패션소품생산,8629,기타 섬유·가죽 기능원
18. 섬유·의복,02. 패션,02. 패션제품생산,05. 한복생산,8631,한복 제조원
18. 섬유·의복,02. 패션,03. 패션제품유통,01. 의류유통관리,0261,기획·마케팅 사무원
18. 섬유·의복,02. 패션,03. 패션제품유통,02. 가죽·모피유통관리,0261,기획·마케팅 사무원
18. 섬유·의복,02. 패션,03. 패션제품유통,03. 신발유통관리,0261,기획·마케팅 사무원
18. 섬유·의복,02. 패션,03. 패션제품유통,04. 패션소품유통관리,0261,기획·마케팅 사무원
18. 섬유·의복,02. 패션,04. 신발개발·생산,01. 신발생산,8642,신발 제조기계 조작원 및 조립원
18. 섬유·의복,02. 패션,04. 신발개발·생산,02. 신발개발,0243,상품 기획자
18. 섬유·의복,02. 패션,04. 신발개발·생산,02. 신발개발,4152,패션 디자이너
18. 섬유·의복,02. 패션,04. 신발개발·생산,02. 신발개발,8641,제화원
18. 섬유·의복,03. 의복관리,01. 세탁·수선,01. 세탁,5615,세탁원(다림질원)
18. 섬유·의복,03. 의복관리,01. 세탁·수선,01. 세탁,8643,세탁 기계 조작원
18. 섬유·의복,03. 의복관리,01. 세탁·수선,02. 수선,8634,의복·가죽·모피 수선원
19. 전기·전자,01. 전기,01. 발전설비설계,01. 수력발전설비설계,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,01. 발전설비설계,02. 화력발전설비설계,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,01. 발전설비설계,03. 원자력발전설비설계,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,02. 발전설비운영,01. 수력발전설비운영,8330,발전·배전 장치 조작원
19. 전기·전자,01. 전기,02. 발전설비운영,02. 화력발전설비운영,8330,발전·배전 장치 조작원
19. 전기·전자,01. 전기,02. 발전설비운영,03. 원자력발전설비운영,8330,발전·배전 장치 조작원
19. 전기·전자,01. 전기,02. 발전설비운영,04. 원자력발전전기설비 정비,8311,산업 전기공
19. 전기·전자,01. 전기,02. 발전설비운영,05. 원자력발전기계설비 정비,8111,공업기계 설치·정비원
19. 전기·전자,01. 전기,02. 발전설비운영,06. 원자력발전계측제어 설비정비,8311,산업 전기공
19. 전기·전자,01. 전기,03. 송배전설비,01. 송변전배전설비설계,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,03. 송배전설비,02. 송변전배전설비운영,8313,외선 전기공
19. 전기·전자,01. 전기,03. 송배전설비,02. 송변전배전설비운영,8330,발전·배전 장치 조작원
19. 전기·전자,01. 전기,03. 송배전설비,03. 송변전배전설비공사 감리,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,03. 송배전설비,04. 직류송배전전력변환 설비제작,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,03. 송배전설비,04. 직류송배전전력변환 설비제작,8360,전기·전자 부품·제품 조립원
19. 전기·전자,01. 전기,03. 송배전설비,05. 직류송배전제어· 보호시스템설비제작,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,03. 송배전설비,05. 직류송배전제어· 보호시스템설비제작,8360,전기·전자 부품·제품 조립원
19. 전기·전자,01. 전기,03. 송배전설비,06. 직류송배전시험평가,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,03. 송배전설비,06. 직류송배전시험평가,1533,전기·전자공학 시험원
19. 전기·전자,01. 전기,03. 송배전설비,07. 직류송배전전력 변환설비설계,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,03. 송배전설비,08. 직류송배전제어· 보호시스템설비설계,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,04. 지능형전력망설비,01. 지능형전력망설비,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,04. 지능형전력망설비,01. 지능형전력망설비,8312,내선 전기공
19. 전기·전자,01. 전기,04. 지능형전력망설비,01. 지능형전력망설비,8313,외선 전기공
19. 전기·전자,01. 전기,04. 지능형전력망설비,01. 지능형전력망설비,8330,발전·배전 장치 조작원
19. 전기·전자,01. 전기,04. 지능형전력망설비,02. 지능형전력망 설비소프트웨어,1331,시스템 소프트웨어 개발자
19. 전기·전자,01. 전기,04. 지능형전력망설비,02. 지능형전력망 설비소프트웨어,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,05. 전기기기제작,01. 전기기기설계,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,05. 전기기기제작,02. 전기기기제작,8351,전기 부품·제품 생산기계 조작원
19. 전기·전자,01. 전기,05. 전기기기제작,02. 전기기기제작,8360,전기·전자 부품·제품 조립원
19. 전기·전자,01. 전기,05. 전기기기제작,03. 전기기기유지보수,8312,내선 전기공
19. 전기·전자,01. 전기,05. 전기기기제작,04. 전기전선제조,8351,전기 부품·제품 생산기계 조작원
19. 전기·전자,01. 전기,06. 전기설비설계· 감리,01. 전기설비설계,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,06. 전기설비설계· 감리,02. 전기설비감리,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,06. 전기설비설계· 감리,03. 전기설비운영,8340,전기·전자 설비 조작원
19. 전기·전자,01. 전기,07. 전기공사,01. 내선공사,8312,내선 전기공
19. 전기·전자,01. 전기,07. 전기공사,02. 외선공사,8313,외선 전기공
19. 전기·전자,01. 전기,07. 전기공사,03. 변전설비공사,8313,외선 전기공
19. 전기·전자,01. 전기,07. 전기공사,04. 전기공사관리,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,07. 전기공사,04. 전기공사관리,8312,내선 전기공
19. 전기·전자,01. 전기,07. 전기공사,04. 전기공사관리,8313,외선 전기공
19. 전기·전자,01. 전기,08. 전기자동제어,01. 자동제어시스템설계,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,08. 전기자동제어,02. 자동제어기기제작,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,08. 전기자동제어,02. 자동제어기기제작,8351,전기 부품·제품 생산기계 조작원
19. 전기·전자,01. 전기,08. 전기자동제어,02. 자동제어기기제작,8360,전기·전자 부품·제품 조립원
19. 전기·전자,01. 전기,08. 전기자동제어,03. 자동제어시스템 유지정비,8311,산업 전기공
19. 전기·전자,01. 전기,08. 전기자동제어,03. 자동제어시스템 유지정비,8312,내선 전기공
19. 전기·전자,01. 전기,08. 전기자동제어,04. 자동제어시스템운영,8150,자동조립라인·산업용로봇 조작원
19. 전기·전자,01. 전기,08. 전기자동제어,04. 자동제어시스템운영,8340,전기·전자 설비 조작원
19. 전기·전자,01. 전기,09. 전기철도,01. 전기철도설계·감리,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,09. 전기철도,02. 전기철도시공,8313,외선 전기공
19. 전기·전자,01. 전기,09. 전기철도,03. 전기철도시설물 유지보수,8313,외선 전기공
19. 전기·전자,01. 전기,10. 철도신호제어,01. 철도신호제어설계· 감리,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,10. 철도신호제어,02. 철도신호제어시공,8312,내선 전기공
19. 전기·전자,01. 전기,10. 철도신호제어,03. 철도신호제어시설물 유지보수,8312,내선 전기공
19. 전기·전자,01. 전기,11. 초임계CO₂발전,01. 초임계CO₂ 발전열원설계‧제작,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,11. 초임계CO₂발전,02. 초임계CO₂ 열교환기설계‧제작,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,11. 초임계CO₂발전,03. 초임계CO₂ 회전기기설계·제작,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,12. 전기저장장치,01. 전기저장장치개발,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,12. 전기저장장치,02. 전기저장장치설치,1531,전기공학 기술자 및 연구원
19. 전기·전자,01. 전기,13. 미래형전기시스템,01. 스마트유지보수운영,1531,전기공학 기술자 및 연구원
