대분류(NCS),중분류(NCS),소분류(NCS),세분류(NCS),코드(KECO),세분류(KECO)
10. 영업판매,02. 부동산,03. 부동산중개,01. 부동산중개,6110,부동산 컨설턴트 및 중개인
10. 영업판매,02. 부동산,03. 부동산중개,02. 부동산정보제공,0261,기획·마케팅 사무원
10. 영업판매,02. 부동산,03. 부동산중개,02. 부동산정보제공,0292,고객 상담원 및 모니터 요원
10. 영업판매,02. 부동산,04. 감정평가,01. 부동산·동산감정평가,0234,감정 전문가
10. 영업판매,02. 부동산,04. 감정평가,02. 기업가치평가,0221,경영·진단 전문가
10. 영업판매,02. 부동산,04. 감정평가,02. 기업가치평가,0231,회계사
10. 영업판매,02. 부동산,04. 감정평가,02. 기업가치평가,0234,감정 전문가
10. 영업판매,02. 부동산,04. 감정평가,02. 기업가치평가,0311,투자·신용 분석가
10. 영업판매,02. 부동산,04. 감정평가,03. 감정평가가격정보제공,0234,감정 전문가
10. 영업판매,03. 판매,01. e-비지니스,01. 통신판매,6130,텔레마케터
10. 영업판매,03. 판매,01. e-비지니스,02. 전자상거래,1333,웹 개발자
10. 영업판매,03. 판매,01. e-비지니스,02. 전자상거래,1344,웹 운영자
10. 영업판매,03. 판매,01. e-비지니스,02. 전자상거래,6153,온라인 판매원
10. 영업판매,03. 판매,02. 일반판매,01. 매장판매,6140,소규모 상점 경영 및 
,,,,,일선 관리 종사원
10. 영업판매,03. 판매,02. 일반판매,01. 매장판매,6151,상점 판매원
10. 영업판매,03. 판매,02. 일반판매,02. 방문판매,6156,방문 판매원
10. 영업판매,03. 판매,03. 상품중개경매,01. 농축수산물경매,6125,상품 중개인 및 경매사
11. 경비·청소,01. 경비,01. 경비·경호,01. 보안,5413,시설·특수 경비원
11. 경비·청소,01. 경비,01. 경비·경호,01. 보안,5420,경비원(건물 관리원)
11. 경비·청소,01. 경비,01. 경비·경호,02. 경호,5411,경호원
11. 경비·청소,02. 청소,01. 청소,01. 환경미화,5611,청소원
11. 경비·청소,02. 청소,01. 청소,02. 가사지원,5616,가사 도우미
12. 이용·숙박· 여행·오락·스포츠,01. 이·미용,01. 이·미용서비스,01. 헤어미용,5112,미용사
12. 이용·숙박· 여행·오락·스포츠,01. 이·미용,01. 이·미용서비스,02. 피부미용,5113,피부 및 체형 관리사
12. 이용·숙박· 여행·오락·스포츠,01. 이·미용,01. 이·미용서비스,03. 메이크업,5114,메이크업 아티스트 및 분장사
12. 이용·숙박· 여행·오락·스포츠,01. 이·미용,01. 이·미용서비스,04. 네일미용,5113,피부 및 체형 관리사
12. 이용·숙박· 여행·오락·스포츠,01. 이·미용,01. 이·미용서비스,05. 이용,5111,이용사
12. 이용·숙박· 여행·오락·스포츠,02. 결혼·장례,01. 결혼서비스,01. 결혼상담,5121,결혼상담원 및 웨딩플래너
12. 이용·숙박· 여행·오락·스포츠,02. 결혼·장례,01. 결혼서비스,02. 웨딩플래너,5121,결혼상담원 및 웨딩플래너
12. 이용·숙박· 여행·오락·스포츠,02. 결혼·장례,01. 결혼서비스,03. 결혼예식장관리,5122,혼례 종사원
12. 이용·숙박· 여행·오락·스포츠,02. 결혼·장례,01. 결혼서비스,04. 웨딩이벤트,5121,결혼상담원 및 웨딩플래너
12. 이용·숙박· 여행·오락·스포츠,02. 결혼·장례,02. 장례서비스,01. 장례지원,5123,장례 지도사 및 장례 상담원
12. 이용·숙박· 여행·오락·스포츠,02. 결혼·장례,02. 장례서비스,02. 장례지도,5123,장례 지도사 및 장례 상담원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,01. 여행서비스,01. 여행상품개발,5211,여행상품 개발자
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,01. 여행서비스,02. 여행상품상담,5212,여행 사무원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,01. 여행서비스,03. 국내여행안내,5213,여행 안내원 및 해설사
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,01. 여행서비스,04. 해외여행안내,5213,여행 안내원 및 해설사
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,01. 여행서비스,05. 항공객실서비스,5221,항공기 객실승무원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,02. 숙박서비스,01. 숙박기획·개발,0243,상품 기획자
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,02. 숙박서비스,01. 숙박기획·개발,0261,기획·마케팅 사무원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,02. 숙박서비스,02. 객실관리,5230,숙박시설 서비스원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,02. 숙박서비스,02. 객실관리,5611,청소원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,02. 숙박서비스,03. 부대시설관리,5230,숙박시설 서비스원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,02. 숙박서비스,03. 부대시설관리,5322,홀서빙원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,02. 숙박서비스,04. 연회관리,0244,행사 기획자
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,02. 숙박서비스,05. 접객서비스,5230,숙박시설 서비스원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,03. 컨벤션,01. 회의기획,0244,행사 기획자
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,03. 컨벤션,02. 전시기획,0244,행사 기획자
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,03. 컨벤션,03. 이벤트기획,0244,행사 기획자
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,04. 관광레저서비스,01. 카지노기획개발,0261,기획·마케팅 사무원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,04. 관광레저서비스,02. 카지노운영관리,0261,기획·마케팅 사무원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,04. 관광레저서비스,02. 카지노운영관리,4209,기타 스포츠 및 여가서비스 종사원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,04. 관광레저서비스,03. 크루즈운영관리,0261,기획·마케팅 사무원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,04. 관광레저서비스,03. 크루즈운영관리,5230,숙박시설 서비스원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,04. 관광레저서비스,04. 유원시설운영관리,5230,숙박시설 서비스원
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,04. 관광레저서비스,05. 리조트운영관리,0141,미용·여행·숙박·스포츠 관리자
12. 이용·숙박· 여행·오락·스포츠,03. 관광·레저,04. 관광레저서비스,05. 리조트운영관리,0261,기획·마케팅 사무원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,01. 스포츠용품,01. 스포츠용품제작,0243,상품 기획자
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,02. 스포츠시설,01. 스포츠시설개발,0261,기획·마케팅 사무원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,02. 스포츠시설,02. 스포츠시설운영관리,0261,기획·마케팅 사무원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,01. 선수스포츠지도,4201,스포츠 감독 및 코치
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,02. 일반인스포츠지도,4204,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,03. 건강운동관리,4204,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,04. 경기기록분석,4203,경기 심판 및 경기 기록원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,05. 경기심판,4203,경기 심판 및 경기 기록원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,06. 경기지원,4209,기타 스포츠 및 여가서비스 종사원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,07. 건강운동ICT융복합 콘텐츠개발,0261,기획·마케팅 사무원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,07. 건강운동ICT융복합 콘텐츠개발,1333,웹 개발자
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,07. 건강운동ICT융복합 콘텐츠개발,4204,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,08. 경기력향상융복합 콘텐츠개발,1221,생명과학 연구원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,08. 경기력향상융복합 콘텐츠개발,4204,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,03. 스포츠경기·지도,09. 골프캐디,4209,기타 스포츠 및 여가서비스 종사원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,04. 스포츠마케팅,01. 스포츠이벤트,0244,행사 기획자
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,04. 스포츠마케팅,02. 스포츠라이선싱,0261,기획·마케팅 사무원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,04. 스포츠마케팅,03. 스포츠에이전트,4172,연예인매니저 및 스포츠매니저
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,04. 스포츠마케팅,04. 스포츠정보관리,4203,경기 심판 및 경기 기록원
12. 이용·숙박· 여행·오락·스포츠,04. 스포츠,05. 레크리에이션,01. 레크리에이션지도,4204,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,00. 음식조리공통직무,5311,주방장 및 요리 연구가
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,00. 음식조리공통직무,5312,한식 조리사
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,00. 음식조리공통직무,5313,중식 조리사
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,00. 음식조리공통직무,5314,양식 조리사
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,00. 음식조리공통직무,5315,일식 조리사
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,01. 한식조리,5312,한식 조리사
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,02. 양식조리,5314,양식 조리사
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,03. 중식조리,5313,중식 조리사
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,04. 일식조리,5315,일식 조리사
13. 음식서비스,01. 식음료조리· 서비스,01. 음식조리,05. 복어조리,5315,일식 조리사
13. 음식서비스,01. 식음료조리· 서비스,02. 식음료서비스,01. 식음료접객,5322,홀서빙원
13. 음식서비스,01. 식음료조리· 서비스,02. 식음료서비스,02. 소믈리에,5322,홀서빙원
13. 음식서비스,01. 식음료조리· 서비스,02. 식음료서비스,03. 커피관리,5317,음료조리사
13. 음식서비스,01. 식음료조리· 서비스,02. 식음료서비스,04. 바텐더,5316,바텐더
13. 음식서비스,01. 식음료조리· 서비스,02. 식음료서비스,05. 식공간연출,5329,기타 음식 서비스 종사원
13. 음식서비스,01. 식음료조리· 서비스,03. 외식경영,01. 외식운영관리,0261,기획·마케팅 사무원
14. 건설,01. 건설공사관리,01. 건설시공전관리,01. 설계기획관리,1401,건축가
14. 건설,01. 건설공사관리,01. 건설시공전관리,01. 설계기획관리,1402,건축공학 기술자
14. 건설,01. 건설공사관리,01. 건설시공전관리,01. 설계기획관리,1403,토목공학 기술자
14. 건설,01. 건설공사관리,02. 건설시공관리,01. 건설공사공정관리,1402,건축공학 기술자
14. 건설,01. 건설공사관리,02. 건설시공관리,01. 건설공사공정관리,1403,토목공학 기술자
14. 건설,01. 건설공사관리,02. 건설시공관리,02. 건설공사품질관리,1402,건축공학 기술자
14. 건설,01. 건설공사관리,02. 건설시공관리,02. 건설공사품질관리,1403,토목공학 기술자
14. 건설,01. 건설공사관리,02. 건설시공관리,03. 건설공사환경관리,1402,건축공학 기술자
14. 건설,01. 건설공사관리,02. 건설시공관리,03. 건설공사환경관리,1403,토목공학 기술자
14. 건설,01. 건설공사관리,02. 건설시공관리,04. 건설공사공무관리,1402,건축공학 기술자
14. 건설,01. 건설공사관리,02. 건설시공관리,04. 건설공사공무관리,1403,토목공학 기술자
14. 건설,01. 건설공사관리,03. 건설시공후관리,01. 유지관리,1402,건축공학 기술자
14. 건설,01. 건설공사관리,03. 건설시공후관리,01. 유지관리,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,01. 도로설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,02. 공항설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,03. 터널설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,04. 교량설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,05. 항만(해양)설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,06. 상하수도설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,07. 하천(댐)설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,08. 지반설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,09. 단지설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,10. 철도설계,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,11. 토목건설사업관리,1403,토목공학 기술자
14. 건설,02. 토목,01. 토목설계·감리,12. 토목시설물경관,1403,토목공학 기술자
14. 건설,02. 토목,02. 토목시공,01. 토공,7040,건설·채굴 기계 운전원
14. 건설,02. 토목,02. 토목시공,01. 토공,7059,기타 채굴·토목 종사원
14. 건설,02. 토목,02. 토목시공,02. 지반개량,7040,건설·채굴 기계 운전원
14. 건설,02. 토목,02. 토목시공,02. 지반개량,7059,기타 채굴·토목 종사원
14. 건설,02. 토목,02. 토목시공,03. 포장,7040,건설·채굴 기계 운전원
14. 건설,02. 토목,02. 토목시공,03. 포장,7059,기타 채굴·토목 종사원
14. 건설,02. 토목,02. 토목시공,04. 수중구조물시공,7059,기타 채굴·토목 종사원
14. 건설,02. 토목,02. 토목시공,05. 삭도시공,7059,기타 채굴·토목 종사원
14. 건설,02. 토목,02. 토목시공,06. 궤도시공,7040,건설·채굴 기계 운전원
14. 건설,02. 토목,02. 토목시공,06. 궤도시공,7052,철로 설치·보수원
14. 건설,02. 토목,02. 토목시공,07. 상하수도시공,7040,건설·채굴 기계 운전원
14. 건설,02. 토목,02. 토목시공,08. 보링그라우팅,7040,건설·채굴 기계 운전원
14. 건설,02. 토목,02. 토목시공,09. 철강재시공,7011,강구조물 가공원 및 건립원
14. 건설,02. 토목,02. 토목시공,10. 준설,7040,건설·채굴 기계 운전원
14. 건설,02. 토목,02. 토목시공,11. 석축,7015,건축 석공
14. 건설,02. 토목,03. 측량·지리정보 개발,01. 지적,1406,측량·지리정보 전문가
14. 건설,02. 토목,03. 측량·지리정보 개발,02. 측량,1406,측량·지리정보 전문가
14. 건설,02. 토목,03. 측량·지리정보 개발,03. 공간정보구축,1406,측량·지리정보 전문가
14. 건설,02. 토목,03. 측량·지리정보 개발,04. 공간정보융합서비스,1406,측량·지리정보 전문가
14. 건설,03. 건축,01. 건축설계·감리,01. 건축설계,1401,건축가
14. 건설,03. 건축,01. 건축설계·감리,02. 건축구조설계,1402,건축공학 기술자
14. 건설,03. 건축,01. 건축설계·감리,03. 건축공사감리,1401,건축가
14. 건설,03. 건축,01. 건축설계·감리,03. 건축공사감리,1402,건축공학 기술자
14. 건설,03. 건축,01. 건축설계·감리,04. 실내건축설계,1401,건축가
14. 건설,03. 건축,02. 건축시공,01. 건축목공시공,7016,건축 목공
14. 건설,03. 건축,02. 건축시공,02. 조적미장시공,7017,조적공 및 석재부설원
14. 건설,03. 건축,02. 건축시공,02. 조적미장시공,7021,미장공
14. 건설,03. 건축,02. 건축시공,03. 방수시공,7022,방수공
14. 건설,03. 건축,02. 건축시공,04. 타일시공,7024,바닥재 시공원
14. 건설,03. 건축,02. 건축시공,05. 건축도장시공,7026,건축 도장공
14. 건설,03. 건축,02. 건축시공,06. 철근콘크리트시공,7013,철근공
14. 건설,03. 건축,02. 건축시공,06. 철근콘크리트시공,7014,콘크리트공
14. 건설,03. 건축,02. 건축시공,07. 창호시공,7016,건축 목공
14. 건설,03. 건축,02. 건축시공,07. 창호시공,7025,도배공 및 유리 부착원
14. 건설,03. 건축,02. 건축시공,07. 창호시공,7027,새시 조립·설치원
14. 건설,03. 건축,02. 건축시공,08. 가설시공,7029,기타 건축 마감 기능원
14. 건설,03. 건축,02. 건축시공,09. 수장시공,7024,바닥재 시공원
14. 건설,03. 건축,02. 건축시공,09. 수장시공,7025,도배공 및 유리 부착원
14. 건설,03. 건축,02. 건축시공,10. 단열시공,7023,단열공
14. 건설,03. 건축,02. 건축시공,11. 지붕시공,7016,건축 목공
14. 건설,03. 건축,02. 건축시공,11. 지붕시공,7029,기타 건축 마감 기능원
14. 건설,03. 건축,02. 건축시공,12. 구조물해체,7029,기타 건축 마감 기능원
14. 건설,03. 건축,02. 건축시공,13. 강구조시공,7011,강구조물 가공원 및 건립원
14. 건설,03. 건축,02. 건축시공,14. 경량철골시공,7012,경량철골공
14. 건설,03. 건축,02. 건축시공,15. 건설공사판넬시공,7016,건축 목공
14. 건설,03. 건축,02. 건축시공,16. 한옥시공,7016,건축 목공
14. 건설,03. 건축,02. 건축시공,17. 석재시공,7015,건축 석공
14. 건설,03. 건축,02. 건축시공,17. 석재시공,7017,조적공 및 석재부설원
14. 건설,03. 건축,03. 건축설비설계· 시공,01. 건축설비설계,1402,건축공학 기술자
14. 건설,03. 건축,03. 건축설비설계· 시공,02. 건축설비시공,1402,건축공학 기술자
14. 건설,03. 건축,03. 건축설비설계· 시공,03. 건축설비감리,1402,건축공학 기술자
14. 건설,03. 건축,03. 건축설비설계· 시공,04. 건축설비유지관리,1402,건축공학 기술자
14. 건설,03. 건축,03. 건축설비설계· 시공,05. 배관시공,7031,건설 배관공
14. 건설,04. 플랜트,01. 플랜트설계·감리,01. 발전설비설계,1511,기계공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,01. 발전설비설계,1531,전기공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,02. 석유·화학설비설계,1511,기계공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,02. 석유·화학설비설계,1541,화학공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,03. 에너지설비설계,1511,기계공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,03. 에너지설비설계,1531,전기공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,04. 제조공장설비설계,1511,기계공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,05. 환경설비설계,1511,기계공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,05. 환경설비설계,1553,환경공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,06. 플랜트설비감리,1511,기계공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,06. 플랜트설비감리,1531,전기공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,06. 플랜트설비감리,1541,화학공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,07. 해수담수화플랜트 설비설계,1511,기계공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,07. 해수담수화플랜트 설비설계,1531,전기공학 기술자 및 연구원
14. 건설,04. 플랜트,01. 플랜트설계·감리,07. 해수담수화플랜트 설비설계,1541,화학공학 기술자 및 연구원
14. 건설,04. 플랜트,02. 플랜트시공,01. 플랜트기계설비시공,7032,공업 배관공
14. 건설,04. 플랜트,02. 플랜트시공,01. 플랜트기계설비시공,8111,공업기계 설치·정비원
14. 건설,04. 플랜트,02. 플랜트시공,02. 플랜트전기설비시공,1531,전기공학 기술자 및 연구원
14. 건설,04. 플랜트,02. 플랜트시공,02. 플랜트전기설비시공,8311,산업 전기공
14. 건설,04. 플랜트,02. 플랜트시공,03. 플랜트계측설비시공,1531,전기공학 기술자 및 연구원
14. 건설,04. 플랜트,02. 플랜트시공,03. 플랜트계측설비시공,8311,산업 전기공
14. 건설,04. 플랜트,02. 플랜트시공,03. 플랜트계측설비시공,8312,내선 전기공
14. 건설,04. 플랜트,03. 플랜트사업관리,01. 플랜트사업관리,1401,건축가
14. 건설,04. 플랜트,03. 플랜트사업관리,01. 플랜트사업관리,1402,건축공학 기술자
14. 건설,04. 플랜트,03. 플랜트사업관리,01. 플랜트사업관리,1403,토목공학 기술자
14. 건설,05. 조경,01. 조경,01. 조경설계,1404,조경 기술자
14. 건설,05. 조경,01. 조경,02. 조경시공,1404,조경 기술자
14. 건설,05. 조경,01. 조경,02. 조경시공,9015,조경원
14. 건설,05. 조경,01. 조경,03. 조경관리,9015,조경원
14. 건설,05. 조경,01. 조경,04. 조경사업관리,1404,조경 기술자
14. 건설,06. 도시·교통,01. 국토·도시계획,01. 국토·지역계획,1405,도시·교통 전문가
14. 건설,06. 도시·교통,01. 국토·도시계획,02. 도시계획,1405,도시·교통 전문가
14. 건설,06. 도시·교통,01. 국토·도시계획,03. 도시설계,1405,도시·교통 전문가
14. 건설,06. 도시·교통,01. 국토·도시계획,04. 도시재생,1405,도시·교통 전문가
14. 건설,06. 도시·교통,01. 국토·도시계획,05. 도시개발,1405,도시·교통 전문가
14. 건설,06. 도시·교통,01. 국토·도시계획,06. 도시경관,1405,도시·교통 전문가
14. 건설,06. 도시·교통,02. 교통계획·설계,01. 교통계획,1405,도시·교통 전문가
14. 건설,06. 도시·교통,02. 교통계획·설계,02. 교통설계,1405,도시·교통 전문가
14. 건설,06. 도시·교통,02. 교통계획·설계,03. 교통운영·감리,1405,도시·교통 전문가
14. 건설,06. 도시·교통,03. 주거서비스,01. 주거서비스지원,2311,사회복지사
14. 건설,06. 도시·교통,04. 지능형교통,01. 지능형교통체계(ITS) 기획 및 설계,1405,도시·교통 전문가
14. 건설,06. 도시·교통,04. 지능형교통,02. 지능형교통체계(ITS) 개발 및 구축,1312,통신공학 기술자 및 연구원
14. 건설,06. 도시·교통,04. 지능형교통,02. 지능형교통체계(ITS) 개발 및 구축,1332,응용 소프트웨어 개발자
14. 건설,06. 도시·교통,04. 지능형교통,02. 지능형교통체계(ITS) 개발 및 구축,1342,네트워크 시스템 개발자
14. 건설,06. 도시·교통,04. 지능형교통,03. 지능형교통체계(ITS) 운영 및 유지관리,1343,정보시스템 운영자
14. 건설,06. 도시·교통,04. 지능형교통,03. 지능형교통체계(ITS) 운영 및 유지관리,1405,도시·교통 전문가
14. 건설,06. 도시·교통,04. 지능형교통,03. 지능형교통체계(ITS) 운영 및 유지관리,8422,통신장비 설치·수리원
14. 건설,07. 건설기계운전· 정비,01. 토공기계운전,01. 모터그레이더운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,01. 토공기계운전,02. 아스팔트피니셔운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,01. 토공기계운전,03. 롤러운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,01. 토공기계운전,04. 불도저운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,01. 토공기계운전,05. 로더운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,01. 토공기계운전,06. 굴착기운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,01. 토공기계운전,07. 준설선운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,02. 기초공건설기계 운전,01. 락드릴항타항발기 운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,02. 기초공건설기계 운전,02. 지열시추기운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,03. 콘크리트공기계 운전,01. 콘크리트공기계운전,7040,건설·채굴 기계 운전원
14. 건설,07. 건설기계운전· 정비,04. 적재기계운전,01. 지게차운전,6230,물품이동장비 조작원 (크레인·호이스트·지게차)
14. 건설,07. 건설기계운전· 정비,05. 양중기계운전,01. 기중기운전 (이동식크레인조종),6230,물품이동장비 조작원 (크레인·호이스트·지게차)
14. 건설,07. 건설기계운전· 정비,05. 양중기계운전,02. 양화장치운전 (선박크레인조종),6230,물품이동장비 조작원 (크레인·호이스트·지게차)
14. 건설,07. 건설기계운전· 정비,05. 양중기계운전,03. 타워크레인운전 (타워크레인조종),6230,물품이동장비 조작원 (크레인·호이스트·지게차)
14. 건설,07. 건설기계운전· 정비,05. 양중기계운전,04. 천장크레인운전 (천장크레인조종),6230,물품이동장비 조작원 (크레인·호이스트·지게차)
14. 건설,07. 건설기계운전· 정비,05. 양중기계운전,05. 컨테이너크레인운전 (컨테이너크레인조종),6230,물품이동장비 조작원 (크레인·호이스트·지게차)
14. 건설,07. 건설기계운전· 정비,05. 양중기계운전,06. 줄걸이작업,6244,하역·적재 종사원
14. 건설,07. 건설기계운전· 정비,05. 양중기계운전,07. 타워크레인설치해체,8113,물품이동장비 설치·정비원
14. 건설,07. 건설기계운전· 정비,06. 건설기계정비,01. 건설기계정비,8116,건설·광업 기계 설치·정비원
14. 건설,07. 건설기계운전· 정비,06. 건설기계정비,02. 굴착기정비,8116,건설·광업 기계 설치·정비원
14. 건설,07. 건설기계운전· 정비,06. 건설기계정비,03. 지게차정비,8113,물품이동장비 설치·정비원
14. 건설,07. 건설기계운전· 정비,06. 건설기계정비,04. 이동식크레인정비,8113,물품이동장비 설치·정비원
14. 건설,08. 해양자원,01. 해양환경조사,01. 해양관측,1211,자연과학 연구원
14. 건설,08. 해양자원,01. 해양환경조사,02. 해양측량,1406,측량·지리정보 전문가
14. 건설,08. 해양자원,01. 해양환경조사,03. 해양생태환경조사,1211,자연과학 연구원
14. 건설,08. 해양자원,02. 해양환경관리,01. 해양환경보전·복원,1553,환경공학 기술자 및 연구원
14. 건설,08. 해양자원,02. 해양환경관리,02. 해양환경영향평가,1553,환경공학 기술자 및 연구원
14. 건설,08. 해양자원,02. 해양환경관리,03. 해양오염관리·방제,1553,환경공학 기술자 및 연구원
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,01. 원유시추설비설치· 운용,1511,기계공학 기술자 및 연구원
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,01. 원유시추설비설치· 운용,1551,가스·에너지공학 기술자 및 연구원
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,01. 원유시추설비설치· 운용,8116,건설·광업 기계 설치·정비원
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,02. 원유생산설비설치· 운용,1511,기계공학 기술자 및 연구원
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,02. 원유생산설비설치· 운용,1551,가스·에너지공학 기술자 및 연구원
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,02. 원유생산설비설치· 운용,8111,공업기계 설치·정비원
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,03. 해양터미널구조물 설치,1403,토목공학 기술자
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,04. 해양플랜트프로세스 설계,1511,기계공학 기술자 및 연구원
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,04. 해양플랜트프로세스 설계,1531,전기공학 기술자 및 연구원
14. 건설,08. 해양자원,03. 해양플랜트 설계·설치·운용,04. 해양플랜트프로세스 설계,1541,화학공학 기술자 및 연구원
